time,gFx,gFy,gFz,gFTotal
2018-10-02 15:47:08.7050,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:08.7150,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:08.7410,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:08.7420,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:08.7450,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:08.7550,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:08.7650,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:08.7910,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:08.7920,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:08.7950,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:08.8040,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:08.8140,-0.002,0.026,-1.009,1.009
2018-10-02 15:47:08.8410,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:08.8420,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:08.8450,-0.002,0.026,-1.006,1.006
2018-10-02 15:47:08.8540,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:08.8640,-0.003,0.027,-1.007,1.007
2018-10-02 15:47:08.8910,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:08.8920,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:08.8950,-0.003,0.026,-1.008,1.008
2018-10-02 15:47:08.9040,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:08.9140,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:08.9410,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:08.9420,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:08.9440,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:08.9540,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:08.9640,-0.003,0.026,-1.008,1.008
2018-10-02 15:47:08.9890,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:08.9900,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:08.9940,-0.002,0.027,-1.009,1.009
2018-10-02 15:47:09.0040,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:09.0140,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.0390,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:09.0390,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:09.0440,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:09.0540,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:09.0640,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.0900,-0.003,0.026,-1.007,1.007
2018-10-02 15:47:09.0900,-0.003,0.026,-1.007,1.007
2018-10-02 15:47:09.0940,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.1030,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:09.1130,-0.002,0.026,-1.006,1.006
2018-10-02 15:47:09.1390,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.1400,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.1430,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:09.1530,-0.003,0.026,-1.008,1.008
2018-10-02 15:47:09.1630,-0.002,0.027,-1.009,1.009
2018-10-02 15:47:09.1890,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:09.1890,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:09.1930,-0.002,0.026,-1.009,1.009
2018-10-02 15:47:09.2030,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.2130,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:09.2390,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:09.2390,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:09.2430,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:09.2530,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:09.2630,-0.003,0.026,-1.008,1.008
2018-10-02 15:47:09.2890,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:09.2890,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:09.2930,-0.003,0.027,-1.01,1.01
2018-10-02 15:47:09.3030,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:09.3130,-0.003,0.026,-1.007,1.007
2018-10-02 15:47:09.3390,-0.003,0.026,-1.009,1.009
2018-10-02 15:47:09.3400,-0.003,0.026,-1.009,1.009
2018-10-02 15:47:09.3430,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.3520,-0.003,0.026,-1.008,1.008
2018-10-02 15:47:09.3630,-0.002,0.026,-1.009,1.009
2018-10-02 15:47:09.3890,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:09.3890,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:09.3920,-0.002,0.027,-1.009,1.009
2018-10-02 15:47:09.4020,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.4120,-0.003,0.027,-1.007,1.007
2018-10-02 15:47:09.4380,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.4390,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.4420,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:09.4520,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:09.4620,-0.002,0.027,-1.009,1.009
2018-10-02 15:47:09.4880,-0.003,0.026,-1.007,1.007
2018-10-02 15:47:09.4890,-0.003,0.026,-1.007,1.007
2018-10-02 15:47:09.4920,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:09.5020,-0.002,0.027,-1.009,1.009
2018-10-02 15:47:09.5120,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.5380,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.5390,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.5420,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:09.5520,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:09.5620,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:09.5880,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:09.5890,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:09.5920,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:09.6020,-0.003,0.026,-1.01,1.01
2018-10-02 15:47:09.6120,-0.003,0.026,-1.008,1.008
2018-10-02 15:47:09.6380,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:09.6390,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:09.6410,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.6520,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:09.6620,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:09.6880,-0.003,0.026,-1.009,1.009
2018-10-02 15:47:09.6880,-0.003,0.026,-1.009,1.009
2018-10-02 15:47:09.6910,-0.003,0.027,-1.007,1.007
2018-10-02 15:47:09.7010,-0.003,0.027,-1.009,1.009
2018-10-02 15:47:09.7120,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:09.7380,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.7380,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.7410,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:09.7510,-0.002,0.026,-1.009,1.009
2018-10-02 15:47:09.7610,-0.003,0.027,-1.007,1.007
2018-10-02 15:47:09.7870,-0.002,0.027,-1.009,1.009
2018-10-02 15:47:09.7880,-0.002,0.027,-1.009,1.009
2018-10-02 15:47:09.7910,-0.003,0.027,-1.007,1.007
2018-10-02 15:47:09.8010,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:09.8110,-0.002,0.027,-1.009,1.009
2018-10-02 15:47:09.8370,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:09.8370,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:09.8410,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:09.8510,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:09.8610,-0.003,0.027,-1.007,1.007
2018-10-02 15:47:09.8860,-0.001,0.027,-1.008,1.008
2018-10-02 15:47:09.8870,-0.001,0.027,-1.008,1.008
2018-10-02 15:47:09.8910,-0.002,0.027,-1.008,1.008
2018-10-02 15:47:09.9000,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:09.9110,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:09.9360,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:09.9360,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:09.9400,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:09.9500,-0.002,0.026,-1.009,1.009
2018-10-02 15:47:09.9610,-0.003,0.027,-1.007,1.007
2018-10-02 15:47:09.9860,-0.003,0.026,-1.009,1.009
2018-10-02 15:47:09.9860,-0.003,0.026,-1.009,1.009
2018-10-02 15:47:09.9900,-0.003,0.026,-1.008,1.008
2018-10-02 15:47:10.0000,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:10.0100,-0.003,0.027,-1.009,1.009
2018-10-02 15:47:10.0360,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:10.0360,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:10.0400,-0.003,0.028,-1.008,1.008
2018-10-02 15:47:10.0500,-0.002,0.027,-1.009,1.009
2018-10-02 15:47:10.0600,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:10.0850,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:10.0860,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:10.0900,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:10.1000,-0.003,0.028,-1.007,1.007
2018-10-02 15:47:10.1100,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:10.1350,-0.003,0.027,-1.007,1.007
2018-10-02 15:47:10.1360,-0.003,0.027,-1.007,1.007
2018-10-02 15:47:10.1400,-0.002,0.026,-1.008,1.008
2018-10-02 15:47:10.1500,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:10.1600,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:10.1850,-0.002,0.027,-1.006,1.006
2018-10-02 15:47:10.1850,-0.002,0.027,-1.006,1.006
2018-10-02 15:47:10.1890,-0.003,0.026,-1.008,1.008
2018-10-02 15:47:10.2000,-0.002,0.026,-1.007,1.007
2018-10-02 15:47:10.2090,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:10.2350,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:10.2350,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:10.2390,-0.002,0.027,-1.003,1.003
2018-10-02 15:47:10.2490,-0.013,0.011,-0.92,0.92
2018-10-02 15:47:10.2590,0.006,0.022,-0.999,0.999
2018-10-02 15:47:10.2860,-0.006,0.029,-0.95,0.95
2018-10-02 15:47:10.2870,-0.006,0.029,-0.95,0.95
2018-10-02 15:47:10.2890,-0.003,0.037,-1.012,1.013
2018-10-02 15:47:10.2990,-0.006,0.055,-1.087,1.088
2018-10-02 15:47:10.3090,-0.016,0.071,-1.077,1.079
2018-10-02 15:47:10.3370,0.009,0.048,-1.049,1.05
2018-10-02 15:47:10.3380,0.009,0.048,-1.049,1.05
2018-10-02 15:47:10.3390,-0.018,0.042,-1.02,1.021
2018-10-02 15:47:10.3490,-0.023,0.036,-0.997,0.998
2018-10-02 15:47:10.3590,-0.004,0.03,-0.99,0.99
2018-10-02 15:47:10.3690,0.008,0.025,-0.992,0.992
2018-10-02 15:47:10.3790,0.007,0.018,-0.983,0.983
2018-10-02 15:47:10.3890,0.001,0.009,-0.963,0.963
2018-10-02 15:47:10.3990,-0.001,0.012,-0.965,0.965
2018-10-02 15:47:10.4090,0.004,0.018,-0.991,0.991
2018-10-02 15:47:10.4190,-0.001,0.029,-1.008,1.008
2018-10-02 15:47:10.4290,-0.003,0.031,-1.018,1.018
2018-10-02 15:47:10.4390,-0.007,0.033,-1.022,1.023
2018-10-02 15:47:10.4490,-0.005,0.037,-1.028,1.029
2018-10-02 15:47:10.4590,-0.005,0.039,-1.03,1.031
2018-10-02 15:47:10.4690,-0.004,0.035,-1.022,1.023
2018-10-02 15:47:10.4790,-0.005,0.032,-1.011,1.012
2018-10-02 15:47:10.4890,-0.002,0.027,-1.005,1.005
2018-10-02 15:47:10.4990,-0.002,0.025,-1.0,1.0
2018-10-02 15:47:10.5090,-0.001,0.024,-0.995,0.995
2018-10-02 15:47:10.5190,-0.0,0.022,-0.995,0.995
2018-10-02 15:47:10.5290,-0.002,0.024,-0.998,0.998
2018-10-02 15:47:10.5390,-0.002,0.027,-1.004,1.004
2018-10-02 15:47:10.5490,-0.003,0.028,-1.009,1.009
2018-10-02 15:47:10.5590,-0.002,0.03,-1.013,1.013
2018-10-02 15:47:10.5680,-0.003,0.032,-1.017,1.018
2018-10-02 15:47:10.5780,-0.003,0.032,-1.016,1.017
2018-10-02 15:47:10.5880,-0.003,0.031,-1.013,1.013
2018-10-02 15:47:10.5980,-0.002,0.03,-1.012,1.012
2018-10-02 15:47:10.6090,-0.003,0.029,-1.008,1.008
2018-10-02 15:47:10.6180,-0.001,0.026,-1.004,1.004
2018-10-02 15:47:10.6280,-0.001,0.027,-1.003,1.003
2018-10-02 15:47:10.6380,-0.002,0.026,-1.003,1.003
2018-10-02 15:47:10.6480,-0.002,0.027,-1.004,1.004
2018-10-02 15:47:10.6590,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:10.6680,-0.002,0.028,-1.01,1.01
2018-10-02 15:47:10.6780,-0.003,0.03,-1.01,1.01
2018-10-02 15:47:10.6880,-0.002,0.029,-1.011,1.011
2018-10-02 15:47:10.6980,-0.002,0.031,-1.012,1.012
2018-10-02 15:47:10.7080,-0.003,0.029,-1.01,1.01
2018-10-02 15:47:10.7180,-0.003,0.028,-1.008,1.008
2018-10-02 15:47:10.7280,-0.002,0.028,-1.009,1.009
2018-10-02 15:47:10.7380,-0.002,0.027,-1.006,1.006
2018-10-02 15:47:10.7480,-0.003,0.026,-1.005,1.005
2018-10-02 15:47:10.7580,-0.002,0.027,-1.006,1.006
2018-10-02 15:47:10.7680,-0.003,0.028,-1.008,1.008
2018-10-02 15:47:10.7780,-0.002,0.028,-1.007,1.007
2018-10-02 15:47:10.7880,-0.003,0.028,-1.009,1.009
2018-10-02 15:47:10.7980,-0.003,0.029,-1.01,1.01
2018-10-02 15:47:10.8080,-0.003,0.029,-1.009,1.009
2018-10-02 15:47:10.8180,-0.004,0.028,-1.008,1.008
2018-10-02 15:47:10.8280,-0.003,0.029,-1.008,1.008
2018-10-02 15:47:10.8380,-0.002,0.028,-1.008,1.008
2018-10-02 15:47:10.8480,-0.003,0.027,-1.007,1.007
2018-10-02 15:47:10.8580,-0.003,0.029,-1.006,1.006
2018-10-02 15:47:10.8680,-0.002,0.028,-1.007,1.007
2018-10-02 15:47:10.8770,-0.003,0.028,-1.008,1.008
2018-10-02 15:47:10.8870,-0.003,0.028,-1.007,1.007
2018-10-02 15:47:10.8980,-0.002,0.028,-1.007,1.007
2018-10-02 15:47:10.9070,-0.003,0.029,-1.008,1.008
2018-10-02 15:47:10.9170,-0.003,0.028,-1.009,1.009
2018-10-02 15:47:10.9270,-0.002,0.028,-1.008,1.008
2018-10-02 15:47:10.9370,-0.002,0.028,-1.009,1.009
2018-10-02 15:47:10.9470,-0.002,0.028,-1.009,1.009
2018-10-02 15:47:10.9570,-0.002,0.028,-1.007,1.007
2018-10-02 15:47:10.9670,-0.002,0.028,-1.007,1.007
2018-10-02 15:47:10.9770,-0.002,0.028,-1.008,1.008
2018-10-02 15:47:10.9870,-0.003,0.028,-1.007,1.007
2018-10-02 15:47:10.9970,-0.003,0.029,-1.006,1.006
2018-10-02 15:47:11.0070,-0.003,0.029,-1.009,1.009
2018-10-02 15:47:11.0170,-0.002,0.028,-1.008,1.008
2018-10-02 15:47:11.0270,-0.002,0.028,-1.008,1.008
2018-10-02 15:47:11.0370,-0.003,0.028,-1.009,1.009
2018-10-02 15:47:11.0470,-0.002,0.029,-1.007,1.007
2018-10-02 15:47:11.0570,-0.002,0.028,-1.007,1.007
2018-10-02 15:47:11.0670,-0.003,0.028,-1.009,1.009
2018-10-02 15:47:11.0770,-0.002,0.028,-1.008,1.008
2018-10-02 15:47:11.0870,-0.003,0.027,-1.007,1.007
2018-10-02 15:47:11.0990,-0.002,0.027,-1.007,1.007
2018-10-02 15:47:11.1070,-0.002,0.028,-1.009,1.009
2018-10-02 15:47:11.1170,-0.002,0.028,-1.008,1.008
2018-10-02 15:47:11.1280,-0.003,0.028,-1.008,1.008
2018-10-02 15:47:11.1360,-0.002,0.029,-1.008,1.008
2018-10-02 15:47:11.1470,-0.002,0.029,-1.008,1.008
2018-10-02 15:47:11.1560,-0.002,0.029,-1.007,1.007
2018-10-02 15:47:11.1660,-0.003,0.029,-1.007,1.007
2018-10-02 15:47:11.1770,-0.003,0.028,-1.007,1.007
2018-10-02 15:47:11.1860,-0.002,0.029,-1.009,1.009
2018-10-02 15:47:11.1960,-0.002,0.029,-1.008,1.008
2018-10-02 15:47:11.2060,-0.002,0.028,-1.007,1.007
2018-10-02 15:47:11.2160,-0.003,0.028,-1.009,1.009
2018-10-02 15:47:11.2260,-0.003,0.028,-1.007,1.007
2018-10-02 15:47:11.2360,-0.004,0.029,-1.007,1.007
2018-10-02 15:47:11.2460,-0.003,0.029,-1.008,1.008
2018-10-02 15:47:11.2560,-0.002,0.028,-1.008,1.008
2018-10-02 15:47:11.2660,-0.002,0.028,-1.006,1.006
2018-10-02 15:47:11.2770,-0.003,0.028,-1.007,1.007
2018-10-02 15:47:11.2860,-0.003,0.027,-1.007,1.007
2018-10-02 15:47:11.2960,-0.002,0.029,-1.007,1.007
2018-10-02 15:47:11.3060,-0.002,0.029,-1.008,1.008
2018-10-02 15:47:11.3160,-0.002,0.028,-1.007,1.007
2018-10-02 15:47:11.3260,-0.003,0.029,-1.007,1.007
2018-10-02 15:47:11.3360,-0.002,0.028,-1.007,1.007
2018-10-02 15:47:11.3460,-0.003,0.028,-1.009,1.009
2018-10-02 15:47:11.3560,-0.003,0.028,-1.008,1.008
2018-10-02 15:47:11.3660,-0.003,0.028,-1.007,1.007
2018-10-02 15:47:11.3760,-0.003,0.029,-1.008,1.008
2018-10-02 15:47:11.3860,-0.002,0.028,-1.008,1.008
2018-10-02 15:47:11.3960,-0.003,0.029,-1.007,1.007
2018-10-02 15:47:11.4060,-0.003,0.029,-1.007,1.007
2018-10-02 15:47:11.4150,-0.002,0.029,-1.009,1.009
2018-10-02 15:47:11.4260,-0.003,0.028,-1.008,1.008
2018-10-02 15:47:11.4350,-0.003,0.029,-1.006,1.006
2018-10-02 15:47:11.4450,-0.003,0.028,-1.008,1.008
2018-10-02 15:47:11.4550,-0.002,0.029,-1.009,1.009
2018-10-02 15:47:11.4650,-0.002,0.029,-1.007,1.007
2018-10-02 15:47:11.4760,-0.002,0.028,-1.007,1.007
2018-10-02 15:47:11.4850,-0.002,0.029,-1.008,1.008
2018-10-02 15:47:11.4950,-0.003,0.029,-1.007,1.007
2018-10-02 15:47:11.5050,-0.003,0.028,-1.008,1.008
2018-10-02 15:47:11.5150,-0.003,0.028,-1.009,1.009
2018-10-02 15:47:11.5260,-0.003,0.028,-1.009,1.009
2018-10-02 15:47:11.5350,-0.002,0.029,-1.006,1.006
2018-10-02 15:47:11.5450,-0.002,0.029,-1.008,1.008
2018-10-02 15:47:11.5550,-0.002,0.028,-1.008,1.008
2018-10-02 15:47:11.5650,-0.003,0.028,-1.008,1.008
2018-10-02 15:47:11.5750,-0.003,0.028,-1.007,1.007
2018-10-02 15:47:11.5850,-0.002,0.028,-1.008,1.008
2018-10-02 15:47:11.5950,-0.002,0.028,-1.008,1.008
2018-10-02 15:47:11.6050,-0.003,0.028,-1.007,1.007
2018-10-02 15:47:11.6150,-0.002,0.029,-1.008,1.008
2018-10-02 15:47:11.6250,-0.002,0.028,-1.009,1.009
2018-10-02 15:47:11.6350,-0.003,0.027,-1.008,1.008
2018-10-02 15:47:11.6450,-0.003,0.028,-1.007,1.007
2018-10-02 15:47:11.6550,-0.003,0.029,-1.009,1.009
2018-10-02 15:47:11.6650,-0.003,0.029,-1.008,1.008
2018-10-02 15:47:11.6750,-0.002,0.028,-1.007,1.007
2018-10-02 15:47:11.6840,-0.002,0.029,-1.009,1.009
2018-10-02 15:47:11.6940,-0.002,0.029,-1.008,1.008
2018-10-02 15:47:11.7050,-0.002,0.029,-1.007,1.007
2018-10-02 15:47:11.7140,-0.003,0.029,-1.007,1.007
2018-10-02 15:47:11.7240,-0.003,0.028,-1.008,1.008
2018-10-02 15:47:11.7340,-0.002,0.028,-1.008,1.008
2018-10-02 15:47:11.7440,-0.007,0.032,-0.989,0.99
2018-10-02 15:47:11.7540,-0.02,0.057,-1.067,1.069
2018-10-02 15:47:11.7640,0.012,0.037,-1.137,1.138
2018-10-02 15:47:11.7740,-0.013,0.026,-0.993,0.993
2018-10-02 15:47:11.7840,-0.002,0.009,-0.989,0.989
2018-10-02 15:47:11.7940,0.016,-0.003,-1.012,1.012
2018-10-02 15:47:11.8040,0.012,-0.012,-0.939,0.939
2018-10-02 15:47:11.8140,0.015,-0.018,-0.922,0.922
2018-10-02 15:47:11.8240,0.021,-0.017,-0.948,0.948
2018-10-02 15:47:11.8340,0.015,-0.009,-0.961,0.961
2018-10-02 15:47:11.8440,0.012,-0.006,-0.976,0.976
2018-10-02 15:47:11.8540,0.001,0.012,-1.001,1.001
2018-10-02 15:47:11.8640,-0.006,0.025,-1.017,1.017
2018-10-02 15:47:11.8740,-0.014,0.045,-1.036,1.037
